春秋	左傳
伯州犁	曰
所	爭
君子	也
其	何
何	不知
上	其
其	手
夫	子
子	為
為	王子圍
寡君	之
之	貴介
貴介	弟
弟	也
下	其
其	手
此	子
子	為
為	穿封戌
方城	外
外	之
之	縣尹
縣尹	也
誰	獲
獲	子
囚	曰
頡	遇
遇	王子
弱	焉
戌	怒
抽	戈
戈	逐
逐	王子圍
弗	及
楚人	以
以	皇頡
皇頡	歸
印堇父	與
與	皇頡戍
皇頡戍	城
城	麇
楚人	囚
囚	之
以	獻
獻	於
於	秦
鄭人	取
取	貨
貨	於
於	印氏
印氏	以
以	請
請	之
子大叔	為
為	令正
以	為
為	請
子產	曰
受	楚
楚	之
之	功
而	取
取	貨
貨	於
於	鄭
不可	謂
謂	國
秦	不
不	其
其	然
若	曰
拜	君
君	之
之	勤
勤	鄭國
微	君
君	之
之	惠
楚師	其
其	猶
猶	在
在	敝邑
敝邑	之
之	城
城	下
其	可
弗	從
遂	行
秦人	不
不	予
更	幣
從	子產
而後	獲
獲	之
公	會
會	晉
晉	趙武
宋	向戌
鄭	良霄
曹人	于
于	澶淵
以	討
討	衛
疆	戚
戚	田
取	衛
衛	西鄙
西鄙	懿氏
懿氏	六十
六十	以
以	與
與	孫氏
趙武	不
不	書
尊	公
公	也
向戌	不
不	書
後	也
鄭	先
先	宋
不	失所
失所	也
於	是
是	衛侯
衛侯	會
會	之
晉人	執
執	甯喜
使	女齊
女齊	以
以	先
先	歸
衛侯	如
如	晉
晉人	執
執	而
而	囚
囚	之
之	於
於	士弱氏
鄭伯	為
為	衛侯
衛侯	故
故	如
如	晉
晉侯	兼
兼	享
享	之
晉侯	賦
國景子	相
相	齊侯
子展	相
相	鄭伯
叔向	命
命	晉侯
晉侯	拜
拜	二
二	君
寡君	敢
敢	拜
拜	齊君
齊君	之
之	安
安	我
我	先君
先君	之
之	宗祧
宗祧	也
敢	拜
拜	鄭君
鄭君	之
之	不貳
不貳	也
國子	使
使	晏平仲
晏平仲	私
私	於
於	叔向
晉君	宣
宣	其
其	明德
明德	於
於	諸侯
恤	其
其	患
患	而
而	補
補	其
其	闕
正	其
其	違
違	而
而	治
治	其
其	煩
所以	為
為	盟主
盟主	也
今	為
為	臣
臣	執
執	君
叔向	告
告	趙文子
文子	以
以	告
告	晉侯
晉侯	言
言	衛侯
衛侯	之
之	罪
使	叔向
叔向	告
告	二
二	君
國子	賦
子展	賦
晉侯	乃
乃	許
許	歸
歸	衛侯
叔向	曰
鄭	七穆
罕氏	其
其	後
後	亡
亡	者
者	也
子展	儉
儉	而
而	壹
宋	芮司徒
芮司徒	生
生	女子
赤	而
而	毛
棄	諸
諸	堤
堤	下
共姬	之
之	妾
妾	取
取	以
以	入
名	之
之	曰
曰	棄
長	而
而	美
平公	入
入	夕
共姬	與
與	之
之	食
公	見
見	棄
棄	也
也	而
而	視
視	之
之	尤
姬	納
納	諸
諸	御
生	佐
惡	而
而	婉
太子痤	美
美	而
而	很
合左師	畏
畏	而
而	惡
惡	之
寺人	惠墻伊戾
惠墻伊戾	為
為	太子
太子	內師
內師	而
而	無
無	寵
楚客	聘
聘	於
於	晉
過	宋
太子	知
知	之
請	野享
野享	之
公	使
使	往
伊戾	請
請	從
從	之
公	曰
夫	不
不	惡
惡	女
女	乎
對	曰
小人	之
之	事
事	君子
君子	也
惡	之
之	不敢
不敢	遠
好	之
之	不敢
不敢	近
敬	以
以	待命
敢	有
有	貳心
貳心	乎
縱	有
有	共
共	其
其	外
莫	共
共	其
其	內
臣	請
請	往
往	也
遣	之
至	則
則	坎
坎	用
用	牲
加	書
書	徵
徵	之
而	騁
騁	告
告	公
公	曰
太子	將
將	為
為	亂
既	與
與	楚客
楚客	盟
盟	矣
公	曰
為	我
我	子
又	何
何	求
對	曰
欲	速
公	使
使	視
視	之
則	信
信	有
有	焉
問	諸
諸	夫人
夫人	與
與	左師
則	皆
皆	曰
固	聞
聞	之
公	囚
囚	太子
太子	曰
唯	佐
佐	也
也	能
能	免
免	我
召	而
而	使
使	請
日中	不
不	來
吾	知
知	死
死	矣
左師	聞
聞	之
聒	而
而	與
與	之
之	語
乃	縊
縊	而
而	死
佐	為
為	太子
公	徐
徐	聞
聞	其
其	無罪
無罪	也
乃	亨
亨	伊戾
左師	見
見	夫人
夫人	之
之	步馬
步馬	者
問	之
對	曰
君夫人氏	也
左師	曰
誰	為
為	君夫人
餘	胡
胡	弗
弗	知
圉人	歸
以	告
告	夫人
夫人	使
使	饋
饋	之
之	錦
錦	與
與	馬
先	之
之	以
以	玉
君	之
之	妾
妾	棄
棄	使
使	某
某	獻
左師	改命
改命	曰
而後	再拜
再拜	稽首
稽首	受
受	之
鄭伯	歸
歸	自
自	晉
使	子西
子西	如
如	晉
晉	聘
辭	曰
寡君	來
來	煩
煩	執事
懼	不
不	免
免	於
於	戾
使	夏
夏	謝
謝	不敏
君子	曰
善事	大國
楚	伍參
伍參	與
與	蔡
蔡	太師子朝
太師子朝	友
其	子
子	伍舉
伍舉	與
與	聲子
聲子	相善
相善	也
伍舉	娶
娶	於
於	王子牟
王子牟	為
為	申公
申公	而
而	亡
楚人	曰
伍舉	實
實	送
送	之
伍舉	奔
奔	鄭
將	遂
遂	奔
奔	晉
聲子	將
將	如
如	晉
遇	之
之	於
於	鄭
鄭	郊
班	荊相
荊相	與
與	食
而	言
言	復
復	故
聲子	曰
子	行
行	也
吾	必
必	復
復	子
及	宋向戌
宋向戌	將
將	平
平	晉
聲子	通使
通使	於
於	晉
還	如
如	楚
令尹子木	與
與	之
之	語
問	晉
晉	故
故	焉
且	曰
晉大夫	與
與	楚
楚	孰
孰	賢
對	曰
晉卿	不
不	如
如	楚
其	大夫
大夫	則
則	賢
皆	卿
卿	材
材	也
如	杞梓
自	楚
楚	往
往	也
雖	楚
楚	有
有	材
晉	實
實	用
用	之
子木	曰
夫	獨
獨	無
無	族姻
族姻	乎
對	曰
雖	有
而	用
用	楚材
楚材	實
實	多
歸生	聞
聞	之
善	為
為	國
國	者
賞	不
不	僭
僭	而
而	刑
刑	不
不	濫
賞	僭
則	懼
懼	及
及	淫人
刑	濫
則	懼
懼	及
及	善人
若	不幸
不幸	而
而	過
寧	僭
無	濫
與其	失善
寧其	利
利	淫
無	善人
則	國
國	從
從	之
人	之
之	云亡
邦國	殄瘁
無	善人
善人	之
之	謂
謂	也
故	夏書
夏書	曰
與其	殺
殺	不辜
寧	失
失	不經
懼	失善
失善	也
商頌	有
有	之
之	曰
不	僭
僭	不
不	濫
不敢	怠皇
命	于
于	下國
封建	厥
厥	福
此	湯
湯	所以
所以	獲
獲	天福
天福	也
古	之
之	治
治	民
民	者
勸賞	而
而	畏
畏	刑
恤民	不
不	倦
賞	以
以	春夏
刑	以
以	秋冬
是以	將
將	賞
為	之
之	加膳
加膳	則
則	飫賜
此	以
以	知
知	其
其	勸賞
勸賞	也
將	刑
為	之
之	不舉
不舉	則
則	徹樂
此	以
以	知
知	其
其	畏
畏	刑
刑	也
夙興	夜寐
朝夕	臨政
此	以
以	知
知	其
其	恤民
恤民	也
三	者
禮	之
之	大節
大節	也
有	禮
禮	無
無	敗
今	楚
楚	多
多	淫刑
其	大夫
大夫	逃死
逃死	於
於	四方
而	為
為	之
之	謀主
以	害
害	楚國
不可	救療
所	謂
謂	不
不	能
能	也
子儀	之
之	亂
析公	奔
奔	晉
晉人	寘
寘	諸
諸	戎車
戎車	之
之	殿
以	為
為	謀主
繞角	之
之	役
晉	將
將	遁
遁	矣
析公	曰
楚師	輕窕
易	震蕩
震蕩	也
若	多
多	鼓
鼓	鈞聲
以	夜
夜	軍
軍	之
楚師	必
必	遁
晉人	從
從	之
楚師	宵
宵	潰
晉	遂
遂	侵
侵	蔡
襲	沈
獲	其
其	君
敗	申
息	之
之	師
師	於
於	桑隧
獲	申麗
申麗	而
而	還
鄭	於
於	是
是	不敢
不敢	南
南	面
楚	失
失	華夏
則	析公
析公	之
之	為
為	也
雍子	之
之	父兄
父兄	譖
譖	雍子
君	與
與	大夫
大夫	不
不	善
善	是
是	也
雍子	奔
奔	晉
晉人	與
與	之
之	鄐
以	為
為	謀主
彭城	之
之	役
楚	遇
遇	於
於	靡角之穀
晉	將
將	遁
遁	矣
雍子	發命
發命	於
於	軍
軍	曰
歸	老幼
反	孤疾
二	人
人	役
歸	一
一	人
簡兵	搜
搜	乘
秣馬	蓐食
師	陳
陳	焚次
明日	將
將	戰
行	歸
歸	者
而	逸
逸	楚囚
楚師	宵
宵	潰
晉	降
降	彭城
彭城	而
而	歸
歸	諸
諸	宋
以	魚石
魚石	歸
楚	失
失	東夷
子辛	死
死	之
則	雍子
雍子	之
之	為
為	也
子反	與
與	子靈
子靈	爭
爭	夏姬
而	雍
雍	害
害	其
其	事
子靈	奔
奔	晉
晉人	與
與	之
之	邢
以	為
為	謀主
捍禦	北狄
通	吳
吳	於
於	晉
教	吳
吳	叛
叛	楚
教	之
之	乘車
使	其
其	子
子	狐庸
狐庸	為
為	吳
吳	行人
行人	焉
吳	於
於	是
是	伐
伐	巢
取	駕
克	棘
入	州來
楚	罷
罷	於
於	奔命
至今	為
為	患
則	子靈
子靈	之
之	為
為	也
若敖	之
之	亂
伯賁	之
之	子
子	賁皇
賁皇	奔
奔	晉
晉人	與
與	之
之	苗
以	為
為	謀主
鄢陵	之
之	役
楚	晨
晨	壓
壓	晉軍
晉軍	而
而	陳
晉	將
將	遁
遁	矣
苗賁皇	曰
楚師	之
之	良
良	在
在	其
其	中軍
中軍	王族
王族	而已
若	塞
塞	井
井	夷
夷	灶
成	陳
陳	以
以	當
當	之
范	易
易	行
行	以
以	誘
誘	之
二	郤
郤	必
必	克
克	二
二	穆
吾	乃
乃	四萃
四萃	於
於	其
其	王族
必	大
大	敗
敗	之
晉人	從
從	之
楚師	大敗
王	夷
夷	師
師	熸
子反	死
死	之
鄭	叛
吳	興
楚	失
失	諸侯
則	苗賁皇
苗賁皇	之
之	為
為	也
子木	曰
是	皆
皆	然
然	矣
聲子	曰
今	又
又	有
有	甚
甚	於
於	此
椒舉	娶
娶	於
於	申公子牟
子牟	得
得	戾
戾	而
而	亡
君	大夫
大夫	謂
謂	椒舉
女	實
實	遣
遣	之
懼	而
而	奔
奔	鄭
引領	南
南	望
庶幾	赦
赦	餘
亦	弗
弗	圖
圖	也
今	在
在	晉
晉	矣
晉人	將
將	與
與	之
之	縣
以	比
比	叔向
彼	若
若	謀害
謀害	楚國
豈	不
不	為
為	患
子木	懼
言	諸
諸	王
益	其
其	祿爵
祿爵	而
而	復
復	之
聲子	使
使	椒鳴
椒鳴	逆
逆	之
許靈公	如
如	楚
請	伐
伐	鄭
師	不
不	興
孤	不
不	歸
歸	矣
卒	于
于	楚
楚子	曰
不	伐
伐	鄭
何以	求
求	諸侯
楚子	伐
伐	鄭
鄭人	將
將	禦
禦	之
子產	曰
楚	將
將	平
諸侯	將
將	和
楚王	是故
是故	昧
昧	於
於	一來
不如	使
使	逞
逞	而
而	歸
乃	易
易	成
成	也
夫	小人
小人	之
之	性
性	釁
釁	於
於	勇
嗇	於
於	禍
以	足
足	其
其	性
性	而
而	求名
求名	焉
焉	者
非	國家
國家	之
之	利
利	也
若何	從
從	之
子展	說
不	禦
禦	寇
十二月	乙酉
入	南里
墮	其
其	城
涉	於
於	樂氏
門	于
于	師之梁
縣門	發
獲	九人
九人	焉
涉	于
于	泛
泛	而
而	歸
而後	葬
葬	許靈公
衛人	歸
歸	衛姬
衛姬	于
于	晉
乃	釋
釋	衛侯
君子	是以
是以	知
知	平公
平公	之
之	失政
失政	也
晉	韓宣子
韓宣子	聘
聘	于
于	周
王	使
使	請事
對	曰
晉	士起
士起	將
將	歸
歸	時事
時事	於
於	宰旅
無	他事
他事	矣
王	聞
聞	之
韓氏	其
其	昌阜
昌阜	於
於	晉
晉	乎
辭	不
不	失舊
齊人	城
城	郟
郟	之
之	歲
其	夏
齊	烏餘
烏餘	以
以	廩丘
廩丘	奔
奔	晉
襲	衛
衛	羊角
取	之
遂	襲
襲	我
我	高魚
有	大雨
自	其
其	竇
竇	入
介	于
于	其
其	庫
以	登
登	其
其	城
克	而
而	取
取	之
又	取
取	邑
邑	于
于	宋
於	是
是	范宣子
范宣子	卒
諸侯	弗
弗	能
能	治
治	也
及	趙文子
趙文子	為
為	政
乃	卒
卒	治
治	之
文子	言
言	於
於	晉侯
晉侯	曰
晉	為
為	盟主
諸侯	或
或	相
相	侵
侵	也
則	討
討	而
而	使
使	歸
歸	其
其	地
今	烏餘
烏餘	之
之	邑
皆	討
討	類
類	也
而	貪
貪	之
是	無以
無以	為
為	盟主
盟主	也
請	歸
歸	之
公	曰
孰	可
可	使
使	也
對	曰
胥梁帶	能
能	無
無	用師
晉侯	使
使	往
胥梁帶	使
使	諸
諸	喪
喪	邑
邑	者
者	具
具	車徒
車徒	以
以	受
受	地
必	周
使	烏餘
烏餘	具
具	車徒
車徒	以
以	受
受	封
烏餘	以
以	其
其	眾
眾	出
使	諸侯
諸侯	偽
偽	效
效	烏餘
烏餘	之
之	封
封	者
而	遂
遂	執
執	之
盡	獲
獲	之
皆	取
取	其
其	邑
而	歸
歸	諸侯
諸侯	是以
是以	睦
睦	於
於	晉
齊	慶封
慶封	來
來	聘
其	車
車	美
孟孫	謂
謂	叔孫
叔孫	曰
慶季	之
之	車
不	亦
亦	美
美	乎
叔孫	曰
豹	聞
聞	之
服	美
美	不稱
必	以
以	惡
惡	終
美	車
車	何
何	為
叔孫	與
與	慶封
慶封	食
不	敬
為	賦
亦	不
不	知
知	也
衛	甯喜
甯喜	專
公	患
患	之
公孫免餘	請
請	殺
殺	之
公	曰
微	甯子
不	及
及	此
吾	與
與	之
之	言
言	矣
事	未可
未可	知
只	成
成	惡名
止	也
對	曰
臣	殺
殺	之
君	勿
勿	與知
乃	與
與	公孫無地
公孫臣	謀
使	攻
攻	甯氏
弗	克
皆	死
公	曰
臣	也
也	無罪
父子	死
死	餘
餘	矣
免餘	復
復	攻
攻	甯氏
殺	甯喜
甯喜	及
及	右宰穀
尸	諸
諸	朝
石惡	將
將	會
會	宋
宋	之
之	盟
受命	而
而	出
衣	其
其	尸
枕	之
之	股
股	而
而	哭
哭	之
欲	斂
斂	以
以	亡
懼	不免
且	曰
受命	矣
乃	行
子鮮	曰
逐	我
我	者
者	出
納	我
我	者
者	死
賞罰	無章
何以	沮勸
君	失
失	其
其	信
而	國
國	無刑
不亦	難
難	乎
且	鱄
鱄	實
實	使
使	之
遂	出奔
出奔	晉
公	使
使	止
止	之
及	河
又	使
使	止
止	之
止	使者
使者	而
而	盟
盟	於
於	河
托	於
於	木門
不	鄉
鄉	衛國
衛國	而
而	坐
木門大夫	勸
勸	之
之	仕
仕	而
而	廢
廢	其
其	事
罪	也
從	之
昭	吾
吾	所以
所以	出
出	也
將	誰
誰	愬
愬	乎
吾	不
不	可以
可以	立
立	於
於	人
人	之
之	朝
朝	矣
終身	不
不	仕
公	喪
喪	之
之	如
如	稅
稅	服
服	終身
公	與
與	免餘
免餘	邑
邑	六十
辭	曰
唯	卿
卿	備
備	百
百	邑
臣	六十
六十	矣
下	有
有	上祿
亂	也
臣	弗
弗	敢
敢	聞
且	甯子
甯子	唯
唯	多
多	邑
故	死
臣	懼
懼	死
死	之
之	速
速	及
及	也
公	固
固	與
與	之
受	其
其	半
以	為
為	少師
公	使
使	為
為	卿
辭	曰
大叔儀	不貳
能	贊
贊	大事
君	其
其	命
命	之
乃	使
使	文子
文子	為
為	卿
宋	向戌
向戌	善
善	於
於	趙文子
又	善
善	於
於	令尹子木
欲	弭
弭	諸侯
諸侯	之
之	兵
兵	以
以	為
為	名
如	晉
告	趙孟
趙孟	謀
謀	於
於	諸
諸	大夫
韓宣子	曰
民	之
之	殘
殘	也
財用	之
之	蠹
小國	之
之	大災
大災	也
將	或
或	弭
弭	之
雖	曰
曰	不可
必	將
將	許
許	之
弗	許
楚	將
將	許
許	之
以	召
召	諸侯
則	我
我	失
失	為
為	盟主
盟主	矣
晉人	許
許	之
如	楚
楚	亦
亦	許
許	之
如	齊
齊人	難
難	之
陳文子	曰
楚	許
許	之
我	焉
焉	得已
且	人
人	曰
而	我
我	弗
弗	許
則	固
固	攜
攜	吾
吾	民
民	矣
將	焉
焉	用
用	之
齊人	許
許	之
告	於
於	秦
秦	亦
亦	許
許	之
皆	告
告	於
於	小國
為	會
會	於
於	宋
五月	甲辰
晉	趙武
趙武	至
至	於
於	宋
鄭	良霄
良霄	至
六月	丁未
丁未	朔
宋人	享
享	趙文子
叔向	為
為	介
司馬	置
置	折俎
禮	也
仲尼	使
使	舉
舉	是
是	禮
禮	也
以為	多
多	文辭
齊	慶封
陳	須無
衛	石惡
石惡	至
晉	荀盈
荀盈	從
從	趙武
趙武	至
邾悼公	至
楚	公子黑肱
公子黑肱	先
先	至
成言	於
於	晉
宋	向戌
向戌	如
如	陳
從	子木
子木	成言
成言	於
於	楚
滕成公	至
子木	謂
謂	向戌
請	晉
楚	之
之	從
從	交
交	相見
相見	也
向戌	復
復	於
於	趙孟
趙孟	曰
匹	也
晉	之
之	不
不	能
能	於
於	齊
猶	楚
楚	之
之	不
不	能
能	於
於	秦
秦	也
楚君	若
若	能
能	使
使	秦君
秦君	辱
辱	於
於	敝邑
寡君	敢
敢	不
不	固
固	請
請	於
於	齊
左師	復
復	言
言	於
於	子木
子木	使
使	馹
馹	謁
謁	諸
諸	王
王	曰
釋	齊
他國	請
請	相見
相見	也
秋	七月
七月	戊寅
左師	至
是	夜
夜	也
趙孟	及
及	子晳
子晳	盟
以	齊言
子木	至
至	自
自	陳
陳	孔奐
蔡	公孫歸生
公孫歸生	至
許	之
之	大夫
大夫	皆
皆	至
以	藩
藩	為
為	軍
楚	各
各	處
處	其
其	偏
伯夙	謂
謂	趙孟
趙孟	曰
楚氛	其
其	惡
懼	難
趙孟	曰
吾子	還
入	於
於	宋
若	我
我	何
將	盟
盟	於
於	宋
宋	西門
西門	之
之	外
楚人	衷甲
伯州犁	曰
合	諸侯
諸侯	之
之	師
以	為
為	不
不	信
無乃	不可
不可	乎
夫	諸侯
諸侯	望
望	信
信	於
於	楚
是以	來
來	服
若	不
不	信
是	棄
棄	其
其	所
所	以
以	服
服	諸侯
諸侯	也
固	請
請	釋甲
子木	曰
楚	無信
無信	久
久	矣
事利	而已
茍	得志
得志	焉
焉	用
用	有信
大宰	退
告	人
人	曰
令尹	將
將	死
死	矣
不	及
及	三
三	年
求	逞志
逞志	而
而	棄信
志	將
將	逞
逞	乎
志	以
以	發言
言	以
以	出
出	信
信	以
以	立志
參	以
以	定
定	之
信	亡
何以	及
及	三
趙孟	患
患	楚
楚	衷甲
以	告
告	叔向
叔向	曰
何	害
害	也
匹夫	一
一	為
為	不信
猶	不可
單斃	其
其	死
若	合
合	諸侯
諸侯	之
之	卿
以	為
為	不信
必	不
不	捷
捷	矣
食言	者
者	不
不	病
非	子
子	之
之	患
患	也
夫	以
以	信
信	召
召	人
